epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.38732215762138367,1.1464885473251343,0.4089374840259552,0.09619537740945816,0.5285560488700867,1.0729328393936157,0.5035461187362671,0.01912715472280979
1,0.45687296986579895,1.0489163398742676,0.5668985843658447,0.15806882083415985,0.4102909564971924,1.1405231952667236,0.49755701422691345,0.3292025923728943
2,0.47379302978515625,1.0314148664474487,0.5900061726570129,0.183258056640625,0.5447198152542114,1.0565214157104492,0.6322869658470154,0.18992456793785095
3,0.4893772602081299,1.016664743423462,0.5962966084480286,0.21200941503047943,0.5509159564971924,1.0513018369674683,0.598792552947998,0.2939116358757019
4,0.4987914264202118,1.0085121393203735,0.6021988987922668,0.22994720935821533,0.5730064511299133,1.0221339464187622,0.7536372542381287,0.20932112634181976
5,0.5099548101425171,0.9982237219810486,0.6062309741973877,0.25373703241348267,0.5595366358757019,1.0116418600082397,0.6758737564086914,0.32300645112991333
6,0.5143756866455078,0.9927698969841003,0.6068636178970337,0.2665860950946808,0.5471444129943848,1.0166707038879395,0.6747126579284668,0.3162715435028076
7,0.5209274291992188,0.9866402745246887,0.6124892830848694,0.2732650637626648,0.5619612336158752,1.002040147781372,0.6961883306503296,0.33459052443504333
8,0.5213090777397156,0.9818212389945984,0.6144198775291443,0.2851281762123108,0.5506465435028076,0.9990336894989014,0.7077836394309998,0.2890625
9,0.525857150554657,0.9780782461166382,0.6144118905067444,0.29206156730651855,0.5662715435028076,1.0040359497070312,0.7240455746650696,0.2912176847457886
10,0.5316773653030396,0.972443163394928,0.6205692291259766,0.29956746101379395,0.553340494632721,1.0052169561386108,0.7257717251777649,0.2723599076271057
11,0.5322498679161072,0.969853937625885,0.6251286864280701,0.3090452253818512,0.5579202771186829,1.0047816038131714,0.7057182788848877,0.2726293206214905
12,0.5316455960273743,0.9661180377006531,0.6229991912841797,0.31566059589385986,0.5506465435028076,1.0181440114974976,0.700416088104248,0.27209052443504333
13,0.5387697815895081,0.9606227874755859,0.6276987195014954,0.32548820972442627,0.5398706793785095,0.9981899261474609,0.7182425856590271,0.20258620381355286
14,0.5388652086257935,0.9610914587974548,0.6263896226882935,0.32793715596199036,0.5441810488700867,0.9850299954414368,0.7194968461990356,0.30818966031074524
15,0.5420774817466736,0.9564406871795654,0.6269636154174805,0.3313084542751312,0.5344827771186829,1.0035542249679565,0.6837107539176941,0.2521551847457886
16,0.5450989007949829,0.9527468681335449,0.6293037533760071,0.33890974521636963,0.5272090435028076,1.0206149816513062,0.6543750166893005,0.2820581793785095
17,0.5455441474914551,0.9514431953430176,0.6272901892662048,0.3430125415325165,0.49461206793785095,1.0088930130004883,0.6202945709228516,0.30630388855934143
18,0.5464347004890442,0.9473262429237366,0.6335572004318237,0.34202659130096436,0.4811422526836395,1.0200756788253784,0.5984669923782349,0.2734375
19,0.5479931235313416,0.9469751119613647,0.6315068006515503,0.3515043556690216,0.5447198152542114,0.9790655374526978,0.650446891784668,0.35290947556495667
20,0.5503148436546326,0.9439325928688049,0.6370226740837097,0.3549392521381378,0.5277478694915771,0.9968929886817932,0.6437684297561646,0.3534482717514038
