epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.3860176205635071,1.683684229850769,0.2715633511543274,0.02690972201526165,0.4069293439388275,1.2993184328079224,0.0,0.0
1,0.1794871836900711,1.2938073873519897,0.4554455578327179,0.003071581246331334,0.19633151590824127,1.2860418558120728,0.0,0.0
2,0.1692708283662796,1.2797305583953857,0.0,0.0,0.19633151590824127,1.2723565101623535,0.0,0.0
3,0.16987179219722748,1.2656713724136353,0.0,0.0,0.19633151590824127,1.258560061454773,0.0,0.0
4,0.17200854420661926,1.2519692182540894,0.0,0.0,0.19633151590824127,1.2449967861175537,0.0,0.0
5,0.1694711595773697,1.2386168241500854,0.0,0.0,0.19633151590824127,1.2318915128707886,0.0,0.0
6,0.1770833283662796,1.2257966995239258,0.0,0.0,0.19633151590824127,1.219360113143921,0.0,0.0
7,0.18369391560554504,1.2135615348815918,0.0,0.0,0.4069293439388275,1.2074613571166992,0.0,0.0
8,0.20005342364311218,1.2019975185394287,0.0,0.0,0.4069293439388275,1.1961899995803833,0.0,0.0
9,0.23123665153980255,1.1910148859024048,0.0,0.0,0.4069293439388275,1.1855868101119995,0.0,0.0
10,0.24051816761493683,1.180869221687317,0.0,0.0,0.4069293439388275,1.1758679151535034,0.0,0.0
11,0.24973291158676147,1.1715282201766968,0.0,0.0,0.4069293439388275,1.1669143438339233,0.0,0.0
12,0.24746260046958923,1.1850671768188477,0.4335169196128845,0.036792200058698654,0.19633151590824127,1.1619884967803955,0.0,0.0
13,0.171875,1.1600894927978516,0.4615384638309479,0.0004006410308647901,0.19633151590824127,1.1570541858673096,0.0,0.0
14,0.16987179219722748,1.1551358699798584,0.0,0.0,0.19633151590824127,1.1530100107192993,0.0,0.0
15,0.16980502009391785,1.151497721672058,0.0,0.0,0.19633151590824127,1.1496223211288452,0.0,0.0
16,0.18062232434749603,1.154212474822998,0.21978022158145905,0.0013354701222851872,0.19904890656471252,1.146905541419983,0.0,0.0
17,0.1846955120563507,1.1478052139282227,0.5043859481811523,0.0076789529994130135,0.19633151590824127,1.144599199295044,0.0,0.0
18,0.1710069477558136,1.1432369947433472,0.75,0.0004006410308647901,0.19701087474822998,1.1421589851379395,0.0,0.0
19,0.1846955120563507,1.1478703022003174,0.5095056891441345,0.008947649970650673,0.19667120277881622,1.1412267684936523,0.0,0.0
20,0.1836271435022354,1.1418805122375488,0.4502164423465729,0.0069444444961845875,0.19633151590824127,1.1390050649642944,0.0,0.0
21,0.17047275602817535,1.1380059719085693,1.0,0.00013354701513890177,0.19735054671764374,1.1369918584823608,0.0,0.0
22,0.17247596383094788,1.1374680995941162,0.4285714328289032,0.0010016026208177209,0.19599184393882751,1.1357223987579346,0.0,0.0
23,0.17027243971824646,1.1349220275878906,0.75,0.00020032051543239504,0.19599184393882751,1.134628176689148,0.0,0.0
24,0.17020566761493683,1.133469820022583,0.75,0.00020032051543239504,0.19633151590824127,1.133697748184204,0.0,0.0
25,0.17027243971824646,1.1323491334915161,0.75,0.00020032051543239504,0.19633151590824127,1.1312311887741089,0.0,0.0
26,0.1701388955116272,1.1305596828460693,0.75,0.00020032051543239504,0.19633151590824127,1.1297839879989624,0.0,0.0
27,0.1703392118215561,1.1290225982666016,0.7142857313156128,0.0003338675305712968,0.19599184393882751,1.1284358501434326,0.0,0.0
28,0.1727430522441864,1.1319828033447266,0.23529411852359772,0.0008012820617295802,0.19633151590824127,1.1274504661560059,0.0,0.0
29,0.17027243971824646,1.1266065835952759,0.75,0.0004006410308647901,0.19633151590824127,1.125909447669983,0.0,0.0
30,0.18202456831932068,1.1265180110931396,0.508695662021637,0.0078125,0.19633151590824127,1.1254197359085083,0.0,0.0
31,0.17000533640384674,1.1246062517166138,0.75,0.00020032051543239504,0.19633151590824127,1.1237901449203491,0.0,0.0
32,0.17007210850715637,1.1231563091278076,0.75,0.00020032051543239504,0.19633151590824127,1.122470736503601,0.0,0.0
33,0.17040598392486572,1.1217992305755615,0.5555555820465088,0.0003338675305712968,0.19599184393882751,1.1216918230056763,0.0,0.0
34,0.17020566761493683,1.1208651065826416,0.7142857313156128,0.0003338675305712968,0.19633151590824127,1.1201494932174683,0.0,0.0
35,0.17007210850715637,1.1195943355560303,0.6666666865348816,0.00026709403027780354,0.19633151590824127,1.1190440654754639,0.0,0.0
36,0.17007210850715637,1.1184889078140259,0.6666666865348816,0.00026709403027780354,0.19633151590824127,1.1179523468017578,0.0,0.0
37,0.17007210850715637,1.1173988580703735,0.800000011920929,0.00026709403027780354,0.19633151590824127,1.1168724298477173,0.0,0.0
38,0.17007210850715637,1.1163225173950195,0.6666666865348816,0.00026709403027780354,0.19633151590824127,1.1158069372177124,0.0,0.0
39,0.1955128163099289,1.1271274089813232,0.4034782648086548,0.015491452999413013,0.19633151590824127,1.1156176328659058,0.0,0.0
40,0.17007210850715637,1.1149680614471436,1.0,0.00020032051543239504,0.19633151590824127,1.1142545938491821,0.0,0.0
41,0.1703392118215561,1.113722562789917,0.75,0.00020032051543239504,0.19633151590824127,1.1133127212524414,0.0,0.0
42,0.17180822789669037,1.1146588325500488,0.3333333432674408,0.0006677350611425936,0.19633151590824127,1.112755537033081,0.0,0.0
43,0.17821848392486572,1.1125861406326294,0.5806451439857483,0.0036057692486792803,0.19667120277881622,1.1131154298782349,0.0,0.0
44,0.17060630023479462,1.1123374700546265,0.8571428656578064,0.0004006410308647901,0.19633151590824127,1.111892819404602,0.0,0.0
45,0.17194177210330963,1.1125192642211914,0.46666666865348816,0.00046741453115828335,0.19633151590824127,1.1112581491470337,0.0,0.0
46,0.17087340354919434,1.1108403205871582,0.7777777910232544,0.00046741453115828335,0.19633151590824127,1.1106566190719604,0.0,0.0
47,0.18850159645080566,1.1133145093917847,0.3245614171028137,0.00741185899823904,0.1976902186870575,1.1107772588729858,0.0,0.0
48,0.19197382032871246,1.1118710041046143,0.41516244411468506,0.0076789529994130135,0.19633151590824127,1.1102268695831299,0.0,0.0
49,0.17147435247898102,1.1096560955047607,0.8333333134651184,0.0003338675305712968,0.19870923459529877,1.1094303131103516,1.0,0.0003396739193703979
